OBJECTID,Is 24 Hours,Car Park Count,Has Carpark Cost,Has Tourist Attraction,Latitude,Longitude,Number Of Connectors,Has Charging Cost,x,y
190407,1,0,0,0,-37.72241278,175.2575858,5,0,1798967.86,5822584.091
190408,1,3,0,1,-37.80028681,174.8703114,3,1,1764660.014,5814695.663
190409,1,7,0,0,-37.7936207,175.2863778,5,0,1801312.546,5814620.557
190410,1,2,0,0,-37.78172061,175.2742917,5,0,1800280.375,5815967.082
190411,1,6,0,0,-37.77801454,175.3088286,3,1,1803332.359,5816303.772
190412,1,9,0,0,-36.96488604,174.9126173,14,0,1770264.222,5907313.691
190413,1,7,0,0,-37.77815748,175.3080591,4,1,1803264.184,5816289.584
190414,1,8,0,0,-38.0080929,175.3249891,4,1,1804119.067,5790736.075
190415,1,8,0,0,-37.7881084,175.2583559,2,1,1798859.71,5815292.261
190416,1,4,0,0,-37.79317,175.280269,2,1,1800775.82,5814683.715
190417,1,0,0,0,-37.805253,175.39685,2,1,1811007.75,5813085.904
190418,1,4,0,0,-37.8940045,175.4714022,4,1,1817311.152,5803065.663
190419,0,2,1,0,-36.84877494,174.7581292,9,0,1756747.638,5920460.805
190420,1,9,0,0,-43.591442,172.3776,6,1,1549758.442,5173315.007
190421,1,9,0,0,-43.540028,172.62218,2,1,1569475.57,5179143.843
190422,1,0,0,0,-36.93105,174.91133,2,1,1770224.919,5911070.086
190423,1,6,0,0,-38.990505,175.81082,2,1,1843446.904,5680518.18
190424,1,2,0,0,-41.222412,174.86925,2,1,1756680.856,5434868.052
190425,1,9,0,0,-36.849667,174.77455,2,1,1758209.946,5920334.757
190426,1,2,0,0,-41.29433,174.77408,2,1,1748540.254,5427050.806
190427,1,8,0,0,-41.1088938,175.097346,2,1,1776104.789,5447034.834
190428,1,2,0,0,-37.75429253,175.2306405,4,1,1796508.444,5819103.391
190429,1,3,0,0,-37.69600804,176.1070025,2,1,1873942.877,5823368.345
190430,1,0,0,0,-36.39241569,174.6512969,4,1,1748092.777,5971259.115
190431,1,4,0,0,-38.32391951,175.1526705,4,1,1788174.701,5756051.804
190432,1,3,0,0,-36.77426455,174.5522723,4,1,1738527.148,5929045.165
190433,1,7,0,0,-37.2781761,175.0460801,4,1,1781397.178,5872305.681
190434,1,5,1,0,-41.14883782,174.8371254,2,1,1754160.567,5443093.729
190435,1,3,0,0,-40.95304511,175.6572847,2,1,1823651.676,5463054.731
190436,1,0,1,0,-41.29427436,174.7815621,1,1,1749166.868,5427044.151
190437,0,2,0,0,-43.59049,172.630201,4,0,1570148.524,5173542.474
190438,1,6,0,0,-40.72109802,175.6397384,2,0,1822951.108,5488851.114
190439,1,6,0,0,-44.303657,171.225107,4,1,1458426.711,5092867.904
190440,1,1,0,0,-43.557139,172.680089,4,0,1574161.406,5177263.135
190441,1,5,0,0,-43.540331,172.604632,2,1,1568058.01,5179103.603
190442,1,3,0,0,-43.53915549,172.6074866,2,1,1568288.02,5179235.245
190443,1,4,0,0,-43.30485776,172.5933352,4,1,1567017.749,5205250.081
190444,0,6,0,0,-41.12646825,174.8375131,2,1,1754245.521,5445576.511
190445,1,5,0,0,-41.29055552,174.8970403,2,1,1758845.116,5427252.116
190446,1,6,0,0,-41.28065437,174.9073127,1,1,1759729.448,5428332.521
190447,1,2,0,0,-42.52231104,172.8283791,4,1,1585903.587,5292215.261
190448,0,3,0,0,-36.84877494,174.7581292,4,1,1756747.638,5920460.805
190449,1,10,0,0,-36.93801979,174.6561285,2,0,1747481.077,5910722.151
190450,1,0,0,0,-43.55310269,172.5562826,4,0,1564159.4,5177665.486
190451,1,1,0,0,-43.38363038,172.6576248,4,1,1572267.795,5196525.355
190452,0,5,0,0,-43.53300448,172.6418037,2,1,1571057.629,5179930.882
190453,1,2,0,0,-43.623545,171.647953,4,0,1490917.293,5169049.762
190454,1,9,0,0,-41.24776407,174.9031888,12,1,1759464.101,5431991.67
190455,1,4,0,0,-41.32294784,173.2142306,4,0,1617928.898,5425369.524
190456,1,1,0,0,-43.52459977,172.6680243,6,1,1573172.538,5180873.087
190457,1,2,0,0,-37.78702527,175.2839907,4,1,1801120.224,5815357.594
190458,1,10,0,0,-36.84877494,174.7581292,8,1,1756747.642,5920460.805
190459,1,3,0,0,-41.18470134,174.9491019,4,1,1763468.25,5438907.733
190460,1,7,0,0,-43.90318226,171.7463065,4,1,1499322.612,5138116.537
190461,1,2,0,0,-43.50690707,172.5473825,4,1,1563412.592,5182792.043
190462,1,2,0,0,-40.9574405,175.6495904,2,1,1822989.213,5462586.404
190463,1,8,0,0,-40.29789962,175.7499664,4,1,1833727.898,5535548.78
190464,1,9,0,0,-41.17341318,174.9815131,6,1,1766215.223,5440099.541
190465,0,9,0,0,-44.41817254,171.2577899,4,1,1461304.173,5080203.873
190466,1,0,0,0,-43.60713882,172.3855524,8,1,1550413.268,5171576.491
190467,1,5,0,0,-43.89638233,171.7583053,4,1,1500274.825,5138886.336
190468,1,10,0,0,-37.7185873,175.2663418,4,1,1799749.934,5822989.948
190469,1,3,0,0,-40.38642863,175.6382388,4,1,1823937.54,5526009.676
190470,1,6,0,0,-41.28526633,174.7374182,4,1,1745490.651,5428119.169
190471,0,0,0,0,-41.31852788,173.220434,4,1,1618449.305,5425858.909
190472,1,0,0,0,-43.9089175,171.7426923,6,1,1499042.07,5137475.129
190473,1,1,0,0,-41.24779905,174.9032019,8,1,1759465.114,5431987.762
190474,1,10,0,0,-37.53913814,175.9338506,4,1,1859217.294,5841270.807
190475,1,3,0,0,-46.40549348,168.3428894,4,1,1242051.588,4850350.651
190476,1,7,0,0,-41.22468191,174.906075,4,1,1759762.159,5434549.0
190477,1,2,0,0,-37.81932391,175.3032959,4,1,1802732.034,5811731.661
190478,1,7,0,0,-41.1456647,174.839828,4,1,1754394.813,5443441.219
190479,1,3,0,0,-41.17901525,174.9597091,8,1,1764372.13,5439519.021
190480,1,5,0,0,-41.31611988,174.7941653,4,1,1750172.009,5424597.069
190481,1,0,0,0,-36.90045521,174.8266498,4,1,1762747.51,5914612.386
190482,1,1,0,0,-43.48139321,171.9403634,4,1,1514307.825,5185179.75
190483,0,0,0,0,-46.41278628,168.3477334,6,1,1242471.61,4849562.396
190484,1,7,0,0,-41.24956549,174.7866361,4,1,1749693.854,5431999.079
190485,1,3,0,0,-41.28381336,174.7784914,1,0,1748933.549,5428210.827
190486,1,4,0,0,-41.02582482,175.5292415,4,1,1812639.719,5455294.35
190487,1,10,0,0,-41.26184911,174.9461883,4,1,1763032.078,5430348.079
190488,1,5,0,0,-43.52414449,172.3662733,4,1,1548787.158,5180782.125
190489,1,2,0,0,-41.19415154,174.9320393,14,1,1762013.855,5437890.485
190490,1,8,0,0,-43.52414449,172.3662733,4,1,1548787.158,5180782.125
190491,1,3,0,0,-36.79874,174.645674,4,1,1746816.373,5926190.496
190492,1,4,0,0,-36.811613,174.712653,2,1,1752766.72,5924657.379
190493,1,2,0,0,-36.819835,174.608373,2,1,1743448.995,5923906.796
190494,1,0,0,0,-36.830041,174.796572,2,1,1760214.448,5922475.468
190495,1,5,0,0,-36.834533,175.703773,2,1,1841116.764,5920071.047
190496,0,0,1,0,-36.84389,174.764115,6,0,1757291.369,5920992.925
190497,0,6,1,0,-36.84591,174.759627,6,0,1756887.047,5920776.197
190498,1,0,1,0,-36.848587,174.74321,3,0,1755417.77,5920506.039
190499,0,4,1,0,-36.84904,174.766916,3,0,1757530.563,5920416.94
190500,0,9,1,0,-36.852916,174.762406,6,0,1757120.5,5919994.346
190501,1,6,0,0,-36.857592,174.629729,2,1,1745282.401,5919685.655
190502,1,0,0,0,-36.860782,174.828352,2,1,1762983.505,5919011.102
190503,1,5,1,0,-36.862698,174.749353,5,1,1755936.825,5918930.477
190504,1,1,1,0,-36.864889,174.760944,6,0,1756965.652,5918668.4
190505,1,9,1,0,-36.897982,174.853434,6,0,1765139.44,5914840.747
190506,1,9,0,0,-36.908289,174.735404,2,1,1754601.324,5913895.055
190507,0,6,1,0,-36.9094,174.682974,6,0,1749927.952,5913855.503
190508,1,2,0,0,-36.90989,174.685797,2,1,1750178.499,5913796.698
190509,1,8,1,0,-36.937812,174.874649,2,1,1766942.987,5910384.733
190510,1,7,1,0,-36.943471,174.900477,3,1,1769230.761,5909711.314
190511,1,5,0,0,-36.988096,174.879214,2,1,1767239.488,5904797.755
190512,0,4,1,0,-36.990584,174.878031,6,0,1767128.752,5904523.791
190513,1,6,1,0,-36.995059,174.866428,2,1,1766086.346,5904047.602
190514,1,2,0,0,-37.000794,175.850207,2,1,1853626.66,5901241.196
190515,1,6,0,0,-37.053386,174.931804,2,1,1771773.075,5897460.063
190516,1,0,0,0,-37.139161,175.543117,2,1,1825883.793,5886662.106
190517,1,5,0,0,-37.192743,174.983637,6,1,1776059.28,5881902.939
190518,1,7,0,0,-37.203677,175.873856,2,1,1855049.752,5878663.233
190519,1,4,0,0,-37.393211,175.839003,2,1,1851323.85,5857722.974
190520,1,3,0,0,-37.63379,178.369254,2,1,2073918.216,5821233.798
190521,1,1,0,0,-37.660023,175.521991,2,1,1822460.761,5828912.592
190522,1,6,1,0,-37.66514,176.19705,2,1,1882001.366,5826526.973
190523,1,3,0,0,-37.674986,176.224327,2,1,1884370.405,5825351.664
190524,1,5,1,0,-37.686622,176.16746,2,1,1879310.004,5824231.397
190525,1,6,0,0,-37.695622,176.16147,2,1,1878747.929,5823250.352
190526,1,2,0,0,-37.740247,177.675372,3,1,2012044.296,5812701.452
190527,1,3,1,0,-37.746053,175.224922,2,1,1796026.359,5820029.72
190528,1,10,0,0,-37.778893,175.273749,2,1,1800240.207,5816282.025
190529,1,4,0,0,-37.783496,176.327311,2,1,1893027.183,5812989.85
190530,1,2,0,0,-37.803753,175.769951,2,1,1843864.781,5812343.767
190531,1,2,0,0,-37.891785,175.466957,2,1,1816926.742,5803322.327
190532,1,1,0,0,-37.949836,176.998989,3,1,1951409.663,5792202.179
190533,1,5,0,0,-37.978411,175.758459,4,1,1842279.24,5792989.842
190534,1,9,0,0,-37.991647,175.200302,2,1,1793214.164,5792827.478
190535,1,5,0,0,-38.008473,175.328916,2,1,1804462.814,5790685.266
190536,1,0,0,0,-38.012522,177.283381,3,1,1976090.728,5784129.062
190537,1,1,0,0,-38.085223,176.701745,2,1,1924681.31,5778254.54
190538,1,0,0,0,-38.130411,178.314844,2,1,2065961.287,5766349.645
190539,1,8,0,0,-38.136053,176.25273,2,1,1885089.265,5774089.118
190540,1,8,1,0,-38.141967,176.251265,6,1,1884937.801,5773437.186
190541,1,6,1,0,-38.148197,176.274742,2,1,1886971.397,5772673.201
190542,1,5,0,0,-38.164895,176.247562,2,1,1884523.981,5770903.617
190543,1,1,0,0,-38.218022,175.867543,2,1,1851040.244,5766106.29
190544,1,9,0,0,-38.331148,175.162076,2,0,1788978.185,5755230.401
190545,1,3,0,0,-38.33225,175.163076,2,1,1789062.736,5755106.058
190546,1,10,0,0,-38.357157,177.535008,3,1,1996318.626,5744811.844
190547,1,3,0,0,-38.373898,178.296608,2,1,2062809.155,5739397.784
190548,1,8,0,0,-38.457178,176.704494,3,1,1923266.603,5736953.591
190549,1,3,0,0,-38.667681,178.02786,3,1,2037524.393,5708088.603
190550,1,10,0,0,-38.671286,178.025616,2,0,2037307.011,5707698.974
190551,1,8,0,0,-38.689086,176.072565,4,1,1867247.512,5713243.283
190552,1,4,0,0,-38.690098,176.072374,6,1,1867227.127,5713131.508
190553,1,6,0,0,-38.692664,176.075956,2,1,1867529.178,5712836.219
190554,1,5,0,0,-38.698202,174.619256,2,1,1740812.046,5715469.172
190555,1,9,0,0,-38.878762,176.369708,3,1,1892322.302,5691278.164
190556,1,8,0,0,-38.986666,177.791665,2,1,2015098.127,5673768.694
190557,1,4,0,0,-39.034329,177.421661,3,1,1982773.492,5670101.788
190558,1,10,0,0,-39.05796,174.077402,2,1,1693219.111,5676239.205
190559,1,5,0,0,-39.080674,177.874369,2,1,2021705.575,5662947.3
190560,1,9,0,0,-39.133366,177.003793,3,1,1946101.465,5660784.554
190561,1,8,0,0,-39.174447,176.624938,3,1,1913160.105,5657602.231
190562,1,8,0,0,-39.177432,175.402147,2,1,1807498.019,5660784.583
190563,1,7,0,0,-39.417303,175.400028,2,1,1806608.191,5634164.661
190564,1,4,0,0,-39.454334,173.86043,2,1,1674027.852,5632450.277
190565,1,9,0,0,-39.48127,175.66963,4,1,1829609.829,5626411.636
190566,1,7,0,0,-39.492478,176.914804,2,1,1936677.786,5621249.018
190567,1,5,0,0,-39.525678,176.861749,2,1,1931955.351,5617760.139
190568,1,2,0,0,-39.591433,174.283066,2,1,1710173.818,5616801.863
190569,1,5,0,0,-39.640836,176.843748,2,1,1929860.153,5605040.54
190570,1,6,0,0,-39.676483,175.799291,2,1,1840088.302,5604402.852
190571,1,6,0,0,-39.763289,174.63557,2,1,1740096.145,5597235.681
190572,1,5,0,0,-39.809757,175.788255,2,1,1838680.954,5589637.665
190573,1,5,0,0,-39.9258,175.040425,2,1,1774365.01,5578485.125
190574,1,0,0,0,-39.925984,175.039928,2,1,1774322.069,5578465.671
190575,1,2,0,0,-39.994101,176.555381,2,1,1903546.588,5566840.222
190576,1,10,0,0,-40.076095,175.37971,2,1,1802915.769,5561083.126
190577,1,9,0,0,-40.175295,175.385907,5,1,1803148.533,5550056.864
190578,1,8,0,0,-40.20959,176.099002,2,1,1863740.988,5544372.775
190579,1,3,0,0,-40.228115,175.56948,2,1,1818610.752,5543756.786
190580,1,2,0,0,-40.336698,175.865639,2,1,1843421.082,5530929.52
190581,1,10,0,0,-40.355518,175.611913,2,1,1821804.114,5529507.644
190582,1,5,0,0,-40.359871,175.612479,2,1,1821837.906,5529022.971
190583,1,3,0,0,-40.452043,175.842403,4,1,1841035.011,5518187.63
190584,1,6,0,0,-40.47165,175.281212,4,1,1793385.383,5517392.601
190585,1,1,0,0,-40.546907,175.410771,4,1,1804141.023,5508745.821
190586,1,5,0,0,-40.623516,175.284152,2,1,1793197.477,5500526.812
190587,1,8,0,0,-40.644432,175.703665,2,1,1828612.93,5497198.354
190588,1,2,0,0,-40.763595,175.152736,2,1,1781700.115,5485256.254
190589,1,0,0,0,-40.861299,175.02426,2,1,1770604.929,5474667.759
190590,1,5,0,0,-40.861889,172.806131,3,1,1583661.329,5476556.301
190591,1,3,0,0,-40.917054,175.002489,4,1,1768628.287,5468520.2
190592,1,3,0,0,-40.918804,174.98174,2,1,1766876.524,5468365.727
190593,1,5,0,0,-40.948637,175.665992,2,1,1824399.542,5463521.812
190594,1,5,0,0,-40.987489,174.95142,2,1,1764152.934,5460797.896
190595,1,9,0,0,-41.094888,174.868935,2,1,1756958.501,5449026.406
190596,1,4,0,0,-41.114321,173.010011,2,0,1600840.484,5448552.048
190597,1,3,0,0,-41.114531,173.011033,2,1,1600926.284,5448528.725
190598,1,4,0,0,-41.116804,175.325726,2,1,1795258.76,5445669.677
190599,1,8,0,0,-41.123868,175.070866,2,1,1773841.718,5445425.575
190600,1,7,0,0,-41.132114,174.841666,2,1,1754580.882,5444942.356
190601,1,0,0,0,-41.148489,175.012567,2,1,1768884.258,5442806.87
190602,1,1,0,0,-41.202821,174.808593,2,1,1751641.596,5437150.64
190603,1,10,0,0,-41.211402,174.904391,4,1,1759653.304,5436026.455
190604,1,0,0,0,-41.22296,174.804174,8,1,1751224.667,5434922.487
190605,1,6,0,0,-41.223808,174.872944,4,1,1756987.162,5434706.4
190606,1,0,0,0,-41.251426,172.128479,2,1,1526982.612,5432965.476
190607,1,9,0,0,-41.270097,173.284786,3,1,1623852.912,5431219.802
190608,1,2,0,0,-41.275823,173.277332,2,1,1623226.554,5430586.151
190609,1,9,0,0,-41.277922,173.766868,2,1,1664223.355,5430106.663
190610,1,7,0,0,-41.278398,174.757247,2,1,1747166.607,5428848.28
190611,1,3,0,0,-41.28381,174.738131,2,1,1745553.579,5428279.658
190612,1,5,0,0,-41.284599,174.776116,2,1,1748732.837,5428127.676
190613,1,8,0,0,-41.289609,174.776206,2,1,1748728.993,5427571.301
190614,1,6,0,0,-41.291425,174.782858,2,1,1749281.874,5427358.265
190615,1,7,0,0,-41.294961,174.75864,2,1,1747246.02,5427007.062
190616,1,7,0,0,-41.297056,174.765587,2,1,1747822.965,5426762.661
190617,1,2,0,0,-41.298815,174.7869,2,1,1749603.44,5426530.851
190618,1,5,0,0,-41.301383,174.759694,2,1,1747319.815,5426292.289
190619,1,3,0,0,-41.302333,174.824111,2,1,1752710.759,5426075.456
190620,1,3,0,0,-41.30715,174.773973,2,1,1748502.2,5425627.684
190621,1,0,0,0,-41.308936,174.785277,2,1,1749444.436,5425409.99
190622,1,10,0,0,-41.310593,174.777546,2,1,1748793.483,5425239.313
190623,1,3,0,0,-41.311693,174.786123,2,1,1749508.956,5425102.443
190624,1,10,0,0,-41.318419,174.797143,2,1,1750415.966,5424336.656
190625,1,8,0,0,-41.319325,174.784932,4,1,1749391.825,5424257.17
190626,1,7,0,0,-41.323357,174.772457,2,1,1748338.527,5423830.936
190627,1,10,0,0,-41.329728,174.776479,2,1,1748660.659,5423116.724
190628,1,7,0,0,-41.330187,174.785974,2,1,1749454.211,5423049.446
190629,1,9,0,0,-41.330898,174.780196,2,1,1748969.054,5422980.45
190630,1,3,0,0,-41.334271,174.773264,2,1,1748381.295,5422617.853
190631,1,4,0,0,-41.338061,173.184316,2,1,1615421.788,5423697.472
190632,1,8,0,0,-41.460704,173.961785,2,1,1680322.219,5409651.986
190633,1,0,0,0,-41.509526,173.923111,2,1,1677034.522,5404266.914
190634,1,7,0,0,-41.514732,173.959433,2,0,1680059.248,5403655.932
190635,1,9,0,0,-41.757863,171.598685,2,1,1483506.165,5376158.554
190636,1,10,0,0,-41.799545,172.325373,2,1,1543953.844,5372259.744
190637,1,2,0,0,-41.829084,174.130996,2,1,1693917.315,5368581.867
190638,1,5,0,0,-42.120066,171.866254,2,1,1506281.941,5336270.923
190639,1,7,0,0,-42.387995,173.679475,2,1,1655929.49,5306920.096
190640,1,5,0,0,-42.402332,173.682548,2,1,1656169.651,5305326.128
190641,1,6,0,0,-42.448596,171.215473,2,0,1453250.12,5298872.027
190642,1,0,0,0,-42.450054,171.208751,2,1,1452700.74,5298698.481
190643,1,4,0,0,-42.716811,170.96319,2,1,1433219.729,5268620.634
190644,1,3,0,0,-42.774278,172.846924,2,1,1587477.452,5264239.392
190645,1,0,0,0,-42.812788,173.273014,2,1,1622320.368,5259938.297
190646,1,10,0,0,-42.842644,171.560183,2,1,1482342.904,5255653.72
190647,1,7,0,0,-42.941842,171.563088,3,1,1482768.366,5244641.951
190648,1,9,0,0,-43.156522,172.730383,2,1,1578079.822,5221768.186
190649,1,10,0,0,-43.208364,171.715379,2,1,1495646.604,5215245.304
190650,1,7,1,0,-43.307983,172.671818,4,1,1573384.408,5204931.007
190651,1,6,0,0,-43.324396,172.598728,2,1,1567465.554,5203082.385
190652,1,5,0,0,-43.33777,171.929037,3,1,1513186.946,5201118.449
190653,1,3,0,0,-43.381896,172.660077,2,1,1572465.637,5196718.781
190654,1,0,0,0,-43.38398,170.184601,4,1,1371950.291,5192693.259
190655,1,1,0,0,-43.460349,172.622245,2,1,1569440.661,5187992.871
190656,0,5,0,0,-43.474669,172.660965,2,1,1572579.479,5186416.005
190657,0,8,0,0,-43.477721,172.556276,2,1,1564114.224,5186037.262
190658,1,1,0,0,-43.481908,172.706855,2,1,1576293.809,5185626.147
190659,1,4,0,0,-43.489228,172.108133,2,1,1527884.636,5184468.64
190660,1,10,0,0,-43.507493,172.73126,2,1,1578276.578,5182791.387
190661,1,4,0,0,-43.51183,172.692901,2,1,1575177.629,5182299.0
190662,1,0,0,0,-43.517235,172.587829,2,1,1566687.777,5181662.025
190663,1,1,0,0,-43.521764,172.579985,2,0,1566056.353,5181155.871
190664,1,2,0,0,-43.526263,172.570683,4,1,1565307.186,5180652.381
190665,1,9,0,0,-43.528367,172.620082,2,1,1569300.156,5180438.128
190666,1,6,0,0,-43.539686,172.633475,4,1,1570387.937,5179185.908
190667,0,10,0,0,-43.539701,172.639256,4,1,1570855.0,5179186.285
190668,1,1,0,0,-43.557558,172.653893,2,1,1572045.798,5177208.127
190669,1,0,0,0,-43.561652,172.737561,2,1,1578804.892,5176778.18
190670,1,3,0,0,-43.569347,172.758637,2,1,1580509.514,5175928.735
190671,1,6,0,0,-43.579833,172.564889,4,1,1564870.108,5174700.505
190672,1,9,0,0,-43.594848,172.389072,4,0,1550687.271,5172943.608
190673,1,10,0,0,-43.596944,172.383222,4,1,1550216.799,5172707.337
190674,0,7,1,0,-43.60358,172.71344,2,1,1576872.886,5172115.236
190675,1,3,0,0,-43.63206,171.647752,2,1,1490916.479,5168103.805
190676,1,8,1,0,-43.6401,172.48205,2,1,1558223.598,5167968.879
190677,1,4,0,0,-43.641551,172.474166,6,1,1557588.717,5167803.732
190678,1,1,1,0,-43.661714,172.19319,2,1,1534948.229,5165382.501
190679,1,1,1,0,-43.733854,170.095932,2,1,1366126.101,5153587.512
190680,1,0,0,0,-43.755164,172.02537,2,1,1521539.124,5154858.436
190681,1,1,1,0,-43.761111,172.29889,2,1,1543564.02,5154420.647
190682,1,3,0,0,-43.770308,172.790497,4,1,1583138.618,5153616.704
190683,1,5,0,0,-43.802778,172.968048,2,1,1597429.806,5150031.297
190684,1,2,0,0,-43.808449,172.964534,2,1,1597147.413,5149401.338
190685,1,9,0,0,-43.90528,171.745359,3,1,1499250.062,5137882.392
190686,1,9,0,0,-44.002983,170.475634,2,1,1397618.964,5124697.654
190687,1,6,0,0,-44.00343,170.4769,2,1,1397721.983,5124651.113
190688,1,5,0,0,-44.092764,171.242916,2,1,1459346.291,5116323.058
190689,1,4,0,0,-44.10019,170.829522,2,1,1426275.584,5114708.701
190690,1,1,1,0,-44.137358,171.297181,2,1,1463792.721,5111461.22
190691,1,9,0,0,-44.241656,171.276856,2,1,1462409.847,5099842.669
190692,1,0,0,0,-44.256647,170.100189,2,1,1368512.047,5095531.414
190693,1,5,0,0,-44.382784,171.23798,4,1,1459642.508,5084100.954
190694,1,7,0,0,-44.400611,171.253465,2,1,1460918.247,5082147.216
190695,1,7,1,0,-44.402278,171.25189,2,0,1460796.779,5081959.374
190696,1,7,0,0,-44.488533,169.966399,2,1,1358786.121,5069387.542
190697,1,5,0,0,-44.694064,169.139139,2,1,1294087.405,5043779.671
190698,1,4,0,0,-44.733077,170.470618,2,1,1399721.882,5043588.303
190699,1,3,0,0,-44.734921,171.045541,2,1,1445249.794,5044637.783
190700,1,7,0,0,-44.849429,168.38587,2,1,1235382.402,5023410.433
190701,1,8,0,0,-44.987064,168.67157,4,1,1258776.339,5009366.103
190702,1,0,0,0,-45.010172,168.747621,2,1,1264906.645,5007117.07
190703,1,7,0,0,-45.030802,168.661624,4,1,1258252.95,5004465.355
190704,1,10,0,0,-45.03624,169.196961,2,1,1300451.42,5005984.545
190705,1,0,0,0,-45.094048,169.601258,2,1,1332566.064,5000980.7
190706,1,5,0,0,-45.097049,170.973075,2,1,1440517.284,5004270.072
190707,1,1,1,0,-45.104958,170.969468,3,1,1440255.543,5003384.347
190708,1,4,0,0,-45.128575,170.097858,2,1,1371779.277,4998668.452
190709,1,1,0,0,-45.256207,169.394619,2,1,1317111.552,4982261.754
190710,1,9,0,0,-45.324121,170.816989,2,1,1428918.557,4978724.701
190711,1,4,0,0,-45.416134,167.712652,4,1,1186311.937,4957206.544
190712,1,3,0,0,-45.485131,170.715903,2,1,1421504.581,4960617.727
190713,1,2,0,0,-45.50746,170.118599,2,1,1374916.652,4956635.704
190714,1,5,0,0,-45.511126,168.579404,2,1,1254706.874,4950755.453
190715,1,3,0,0,-45.542158,169.316024,2,1,1312401.168,4950215.873
190716,1,1,0,0,-45.738748,168.441562,2,1,1245381.49,4924865.43
190717,1,7,0,0,-45.863182,170.513276,2,1,1406974.913,4918146.601
190718,1,7,0,0,-45.872193,170.348074,2,1,1394185.104,4916732.508
190719,1,0,0,0,-45.878934,170.503272,4,1,1406253.167,4916372.283
190720,1,6,0,0,-45.891555,170.501399,2,0,1406151.754,4914965.52
190721,1,8,0,0,-45.891877,170.49888,2,1,1405957.449,4914923.619
190722,1,10,0,0,-45.912893,169.686481,2,1,1343028.648,4910290.429
190723,1,1,0,0,-45.94324,169.261463,2,1,1310227.15,4905460.14
190724,1,2,0,0,-46.09977,168.94303,2,1,1286434.375,4886861.589
190725,1,0,0,0,-46.116449,169.964229,2,1,1365430.994,4888533.122
190726,1,10,0,0,-46.136031,167.689386,2,1,1189818.903,4877113.472
190727,1,8,0,0,-46.141652,168.325367,2,1,1238972.897,4879582.704
190728,1,8,0,0,-46.237234,169.738245,2,1,1348522.06,4874421.225
190729,1,7,0,0,-46.352154,168.013665,2,1,1216375.992,4854730.596
190730,1,1,0,0,-46.408229,168.344564,2,0,1242198.206,4850054.335
190731,1,10,0,0,-46.41166,168.35314,2,1,1242879.698,4849711.996
190732,1,6,0,0,-46.45065,169.659753,2,1,1343471.957,4850457.604
190733,1,10,0,0,-46.557705,169.46859,2,1,1329324.208,4837924.368
190734,1,7,0,0,-46.571653,168.795896,2,1,1277850.843,4833843.902
190735,1,5,0,0,-46.599706,168.345328,2,1,1243513.349,4828785.205
190736,1,3,0,0,-46.6609,169.100384,2,1,1301672.124,4825128.362
190737,1,0,0,0,-43.47102288,172.5700622,4,1,1565225.329,5186786.989
190738,1,7,0,0,-41.29210258,174.0064994,2,1,1684273.901,5428327.467
190739,1,7,0,0,-40.91217889,175.0022089,6,1,1768617.094,5469061.963
190740,1,2,0,0,-41.17098912,174.8254394,6,0,1753128.316,5440655.118
190741,1,2,0,0,-43.59915435,172.5120865,8,1,1560619.548,5172531.003
190742,1,10,0,0,-41.25016157,174.7733323,4,0,1748577.796,5431955.742
190743,1,9,0,0,-43.29776068,172.1931401,4,1,1534552.509,5205802.482
190744,1,2,0,0,-41.45148883,172.8368258,4,1,1586370.869,5411108.577
190745,1,0,0,0,-43.3239869,172.6643429,4,1,1572785.318,5203151.292
190746,1,3,0,0,-40.95187263,175.6603085,6,1,1823910.165,5463177.159
190747,1,5,0,0,-38.465401,175.018908,2,1,1776136.993,5740614.931
190748,1,1,0,1,-38.186369,175.212033,3,1,1793729.515,5771194.024
190749,1,3,0,1,-38.882868,175.265623,3,1,1796518.287,5693781.845
190750,1,0,0,1,-39.418318,175.398382,3,1,1806463.481,5634055.768
190751,1,8,0,0,-43.53177229,172.6294569,4,1,1570059.396,5180063.358
190752,0,3,0,0,-36.8817717,174.7840395,4,0,1758989.5,5916757.108
190753,1,9,0,0,-37.77918196,175.333237,4,1,1805479.003,5816120.841
190754,1,9,0,0,-43.90480415,171.7451525,4,1,1499232.675,5137934.991
190755,1,9,0,0,-37.19289256,174.9812599,2,1,1775847.931,5881890.76
190756,1,4,0,0,-37.89063215,175.4674683,2,1,1816975.095,5803449.076
190757,1,6,0,0,-36.99040852,174.8677487,2,1,1766214.003,5904561.265
190758,1,5,0,0,-36.65962612,174.6667544,4,1,1748965.754,5941591.447
190759,1,7,0,0,-43.5255715,172.6736171,2,1,1573624.925,5180766.957
190760,1,10,0,0,-43.51286344,172.637772,2,1,1570722.128,5182166.307
190761,1,10,0,0,-43.51895561,172.59002,2,1,1566865.796,5181471.812
190762,1,10,0,0,-36.96313585,174.9013616,4,1,1769265.997,5907527.938
190763,1,10,0,0,-37.788896,175.258885,2,1,1798904.194,5815203.736
190764,1,2,0,0,-37.822233,175.286619,2,1,1801256.062,5811444.913
190765,1,1,0,0,-36.89243364,174.7971309,2,1,1760134.004,5915552.312
190766,1,9,0,0,-36.84556541,174.7381326,2,1,1754971.147,5920849.52
190767,1,0,0,0,-37.73008592,175.2739356,2,1,1800388.321,5821697.722
